100838995	Q76362043
100846645	Q105361
100855296	Q2660806
100861377	Q94830871
100931626	Q1279003
100940382	Q68074
100944906	Q2322314
100745520	Q108814092
100769195	Q94886965
100786502	Q52149485
100790100	Q1161234
10079145X	Q670082
100791549	Q532671
100792731	Q3568343
100793215	Q1081370
100794211	Q2743748
100794548	Q204889
100800211	Q55082802
100802648	Q1652220
100804691	Q124190
100805906	Q116793
100810764	Q71592
100815006	Q15456438
100818684	Q92458
100820042	Q1874412
100945562	Q1619441
100951074	Q55132794
100957730	Q1233727
100959202	Q268453
100994881	Q132887664
100998429	Q29629357
101001320	Q1694448
101007183	Q11985378
101016735	Q21607103
101050097	Q89101310
101054750	Q55133365
10108904X	Q37876925
101096135	Q761356
101100175	Q93945
101100477	Q76076739
10110555X	Q1697057
101112858	Q3159105
101126298	Q55874886
101133928	Q18916834
101134118	Q15818646
10114606X	Q17464464
101241054	Q55122483
101245262	Q55133387
10129512X	Q110224990
101320566	Q85279
101323662	Q87483
10133902X	Q3166446
100499821	Q3014172
100510558	Q97419
100524133	Q1036863
100532632	Q95215998
100544924	Q15453067
100576613	Q96800
100576869	Q1611417
100582842	Q95215976
100597823	Q132883829
100602452	Q95007517
100608361	Q99031140
100610161	Q1961490
100611486	Q3324138
100964974	Q5522100
100975127	Q106515
100977030	Q55913825
100642985	Q21544937
100659349	Q55874199
100667430	Q85511
100679463	Q2217059
100680283	Q1026077
100692885	Q2173374
100695388	Q213720
100705456	Q132884692
100713815	Q1127001
100720269	Q1086101
100724833	Q135329
100619495	Q1693218
100622399	Q25915594
102572313	Q113738838
102572607	Q55905994
102574170	Q55906034
102690316	Q8029880
103086404	Q55673621
103116206	Q59693098
103117989	Q22692528
103119663	Q1287660
103119795	Q95330161
103128255	Q55911254
103129707	Q1605230
103140441	Q60845610
102830592	Q55903318
102831440	Q16356713
102851344	Q4185792
102854548	Q196267
103148442	Q1360482
103163697	Q65007417
103169865	Q2359693
103179577	Q771074
103193456	Q1406341
103298304	Q764913
103299416	Q12735697
103351477	Q19892738
103357017	Q85860792
103371877	Q445906
103415939	Q4069829
103427791	Q1747753
103468544	Q1968651
103213678	Q562677
103221212	Q1396795
103245170	Q528751
104113642	Q55902699
104122021	Q1036898
104125489	Q86950
104130792	Q16007564
104134631	Q1667836
104135034	Q55134016
10413741X	Q3266230
104137886	Q108814706
104138378	Q132192990
104139056	Q1874012
103673466	Q21207862
103676465	Q95339513
103710736	Q3510287
10375850X	Q18507912
104038268	Q4216293
104044977	Q320496
104045272	Q17122183
104055561	Q15445434
104066482	Q114111
104066504	Q47508941
104069031	Q23566552
104069279	Q19753774
104070382	Q28973048
104081325	Q75325196
104083409	Q90899
104085525	Q94796551
104085568	Q95225276
104086793	Q94885211
