1022116746	Q113673918
1022602667	Q113016028
1023026562	Q812981
1023237911	Q1980439
1023416530	Q2559737
1023634031	Q3205582
1023715619	Q1500315
1023758555	Q1169001
1024055957	Q22673831
1024274039	Q1706363
1024274721	Q107277271
1024289575	Q1305089
1024427587	Q23572
1025123832	Q110953332
1025138597	Q106323747
1025138686	Q62070685
1025365658	Q108067481
1025534948	Q208283
1025701089	Q15456750
1025705548	Q836520
1026309697	Q1345327
1026636035	Q113336248
1026660661	Q110914065
1026660823	Q1700250
1026671647	Q1217176
1026830079	Q130544739
1027353126	Q1211068
1027593879	Q25392473
1027698492	Q1305631
1027999719	Q112116499
1028096577	Q116508877
1028308337	Q5391688
1028607164	Q111233897
102860856X	Q1435434
1029517061	Q16830667
1029586314	Q1219753
102958740X	Q112614719
1029746702	Q1575773
1030009066	Q5226417
1030097755	Q111234244
1030276471	Q107509220
1030485577	Q108133870
1030486131	Q895650
1030491631	Q105022374
1030560161	Q7759060
1031289593	Q108650189
1031408428	Q55998387
1031800832	Q1817828
103183186X	Q2267516
1032809418	Q15815425
1033202916	Q108922828
1033477664	Q1168417
1033701017	Q1388399
1034051296	Q1211069
1034310747	Q109713359
103440542X	Q15727410
1035228386	Q107494119
1035435462	Q7971298
1035486636	Q744711
1035805650	Q255423
1036672700	Q98662743
1036933539	Q379449
1037012852	Q117456829
1037316061	Q1413471
1037382706	Q3202220
1037485580	Q2374740
1037488369	Q205693
1037806255	Q123410108
1037855604	Q16654333
1038327601	Q118588376
1038767768	Q115774255
1041838824	Q2138045
1041852010	Q1218154
1042225842	Q3201427
1042648468	Q55999055
1042799849	Q111519933
1043073205	Q1937794
104317849X	Q108567687
1043346546	Q1562259
1043353305	Q1803647
1043981861	Q51369297
1043983619	Q51370012
1044027185	Q114134016
1044729503	Q111087721
1045400645	Q2313012
1045464937	Q110953041
1045512001	Q19758610
1045653160	Q112653092
1046150294	Q1312428
1046150928	Q971492
1046151037	Q1199795
1046877720	Q1169335
1047377241	Q123235285
1048308812	Q669749
1048729303	Q89187693
1049104536	Q1199593
104916850X	Q19220658
1049711653	Q110886790
1049713850	Q1194778
1050249127	Q1869951
1050474392	Q116127639
1050989961	Q108057794
1051056403	Q805961
1051061431	Q1304719
105260790X	Q2457949
1052943446	Q5151976
1053693583	Q109314346
1055934480	Q479895
1057019895	Q107091278
1057031127	Q1377168
1057811777	Q451316
1057904058	Q105988870
1057906816	Q1341756
1058584421	Q100979924
1058939556	Q1601727
1058989782	Q795340
1058990977	Q109475019
1059082225	Q114268520
1059102706	Q19225922
1059320789	Q29399
1059413752	Q115617029
1059652455	Q97324548
1059729849	Q1217081
105983653X	Q30716398
1059955156	Q443071
1060447800	Q116511082
1060867621	Q115169419
1063110378	Q4914305
1064327745	Q831634
1065843658	Q1070024
106640111X	Q16843291
1066960267	Q25378343
1066963835	Q814100
1068043121	Q19124852
1068278048	Q27237844
1068476273	Q1477838
1068529423	Q2396469
1069226351	Q2175628
106931191X	Q108571571
1069649155	Q106983547
1070293865	Q7763673
107086269X	Q1215750
1071682164	Q111233602
1071839918	Q1687411
1071941356	Q18632130
1072387271	Q1432952
1072421127	Q114571573
107271891X	Q1217845
1073304302	Q16385145
1073327582	Q871435
1073847632	Q1216089
1074166167	Q3442632
1074217799	Q107620724
107502143X	Q15051207
1075083303	Q98663030
1075256496	Q110977689
1075379075	Q792597
1075615720	Q108150829
1075651980	Q19624418
1076712827	Q462251
1076841635	Q3521099
1077045670	Q42190287
1077084633	Q179666
1077758847	Q27642678
1077834969	Q108057362
1077934076	Q108167337
1078022445	Q27606786
107828458X	Q849930
1078296987	Q1171416
1078429235	Q113731809
1079223959	Q1795454
1079224149	Q130544687
1079225641	Q1656310
107923960X	Q1940283
1079355391	Q1580343
1080316868	Q18448546
1080485511	Q1257081
1080571302	Q1515696
1080797343	Q2986155
1081041536	Q22809046
1081041919	Q110724845
1081314893	Q23785567
1081749806	Q2229487
1081919167	Q1476247
1081943114	Q114734602
1081943882	Q1217364
1081959878	Q13220357
1082256730	Q108633838
1082759805	Q42185469
1084058472	Q1358710
1084233649	Q105624761
1084362708	Q110835029
1084537184	Q1657426
1084828693	Q100491627
1088007481	Q1196183
1088008186	Q2475030
1088008194	Q2475031
1088010318	Q3058680
1088011012	Q3235633
1088011675	Q3360679
1088012558	Q4744720
108801299X	Q123096457
1088013619	Q135215
108801416X	Q4349243
1088014267	Q2039900
1088014488	Q3835783
1088015034	Q1355487
1088016340	Q16547570
108801643X	Q5725164
1088019358	Q112117116
1088019978	Q9259833
1088023495	Q9323245
1088025161	Q2024228
1088026060	Q44993002
1088026508	Q1083331
1088026621	Q1198080
108802694X	Q4807772
1088027776	Q164543
1088028195	Q99965630
1088028942	Q1169503
1088029000	Q3481105
108803148X	Q60849259
1088032168	Q109472569
1088034748	Q129168215
1088034896	Q3242338
1088035078	Q2944671
108803764X	Q3548983
1088037801	Q820591
